3
0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;
100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;
0;180;;;0.125;Overhang volume could not be generated
0;100;8.281349;9.622749;0.000215;
1;100;8.248395;9.659733;0.000215;
2;100;8.216811;9.6037;0.000213;
3;100;8.186628;9.637806;0.000213;
4;100;8.157874;9.580141;0.000211;
5;100;8.130533;9.574306;0.00021;
6;100;8.104605;9.574067;0.000209;
7;100;8.080076;9.722826;0.000212;
8;100;8.056939;9.689414;0.000211;
9;100;8.035182;9.699544;0.00021;
10;100;8.014839;9.636273;0.000208;
11;100;8.026624;9.744054;0.000211;
12;100;8.038968;9.745653;0.000211;
13;100;8.051722;9.681931;0.00021;
14;100;8.064877;9.770922;0.000213;
15;100;8.078368;9.845595;0.000215;
16;100;8.092149;9.768706;0.000213;
17;100;8.10618;9.888543;0.000216;
18;100;8.120406;9.860309;0.000216;
19;100;8.134784;9.958335;0.000219;
20;100;8.149309;10.075488;0.000222;
21;100;8.163856;10.064413;0.000222;
22;100;8.178516;10.089296;0.000223;
23;100;8.193178;10.179537;0.000225;
24;100;8.207863;10.177466;0.000225;
25;100;8.222507;10.13072;0.000225;
26;100;8.237091;10.292702;0.000229;
27;100;8.251543;10.310317;0.00023;
28;100;8.265839;10.343566;0.000231;
29;100;8.279908;10.448311;0.000233;
30;100;8.293716;10.561933;0.000236;
31;100;8.307258;10.605562;0.000238;
32;100;8.32042;10.625348;0.000239;
33;100;8.333245;10.66232;0.00024;
34;100;8.345623;10.741165;0.000242;
35;100;8.357534;10.897585;0.000246;
36;100;8.368858;10.953044;0.000247;
37;100;8.379621;11.060152;0.00025;
38;100;8.389736;11.042998;0.00025;
39;100;8.399114;11.10475;0.000252;
40;100;8.407743;11.182802;0.000254;
41;100;8.415482;11.358101;0.000258;
42;100;8.42229;11.398647;0.000259;
43;100;8.428089;11.549952;0.000263;
44;100;8.432758;11.671779;0.000266;
45;100;8.436267;11.752209;0.000267;
46;100;8.438422;11.893812;0.000271;
47;100;8.439184;12.035412;0.000274;
48;100;8.438362;12.087657;0.000275;
49;100;8.435874;12.250735;0.000279;
50;100;8.431545;12.453196;0.000283;
51;100;8.425204;12.454944;0.000283;
52;100;8.416667;12.573464;0.000285;
53;100;8.405697;12.802937;0.00029;
54;100;8.392154;13.050392;0.000295;
55;100;8.375711;13.233397;0.000299;
56;100;8.356108;13.389584;0.000302;
57;100;8.333023;13.616276;0.000306;
58;100;8.306113;13.817728;0.00031;
59;100;8.274996;14.04261;0.000313;
60;100;8.239226;14.240591;0.000317;
61;100;8.198338;14.513483;0.000321;
62;100;8.151805;14.814901;0.000326;
63;100;8.098971;14.976379;0.000327;
64;100;8.039159;15.300642;0.000332;
65;100;7.971573;15.575853;0.000335;
66;100;7.89543;15.835551;0.000337;
67;100;7.809622;16.246076;0.000342;
68;100;7.713118;16.610548;0.000346;
69;100;;37.033191;0.0001;Overhang volume could not be generated
0;101;8.589873;9.71735;0.000225;
1;101;8.555135;9.689791;0.000224;
2;101;8.521559;9.854124;0.000227;
3;101;8.489118;9.834987;0.000225;
4;101;8.457755;9.824551;0.000224;
5;101;8.427481;9.777196;0.000222;
6;101;8.39828;9.806192;0.000222;
7;101;8.370112;9.721414;0.00022;
8;101;8.342961;9.722395;0.000219;
9;101;8.31681;9.830015;0.000221;
10;101;8.291648;9.804521;0.000219;
11;101;8.267489;9.710486;0.000217;
12;101;8.267845;9.688087;0.000216;
13;101;8.268654;9.850637;0.00022;
14;101;8.269805;9.820313;0.000219;
15;101;8.271236;9.855607;0.00022;
16;101;8.272914;9.880948;0.000221;
17;101;8.274777;9.9014;0.000221;
18;101;8.276824;10.030189;0.000224;
19;101;8.279009;9.918733;0.000222;
20;101;8.281309;10.05343;0.000225;
21;101;8.283684;10.061704;0.000225;
22;101;8.28604;10.232385;0.000229;
23;101;8.28845;10.234471;0.000229;
24;101;8.290825;10.274613;0.00023;
25;101;8.29311;10.240489;0.000229;
26;101;8.295278;10.396782;0.000233;
27;101;8.297279;10.488155;0.000235;
28;101;8.299046;10.45659;0.000234;
29;101;8.300558;10.559247;0.000236;
30;101;8.301756;10.507116;0.000235;
31;101;8.302583;10.633191;0.000238;
32;101;8.302995;10.625293;0.000238;
33;101;8.302946;10.599396;0.000237;
34;101;8.302362;10.66745;0.000239;
35;101;8.301197;10.748392;0.000241;
36;101;8.299378;11.036288;0.000247;
37;101;8.296859;11.109895;0.000249;
38;101;8.293558;11.060884;0.000247;
39;101;8.289416;11.152184;0.000249;
40;101;8.284308;11.367544;0.000254;
41;101;8.278265;11.447938;0.000256;
42;101;8.271057;11.498343;0.000257;
43;101;8.262696;11.638985;0.000259;
44;101;8.253054;11.680489;0.00026;
45;101;8.242003;11.688008;0.00026;
46;101;8.229426;12.009388;0.000267;
47;101;8.215231;12.068075;0.000267;
48;101;8.199262;12.199768;0.00027;
49;101;8.181366;12.319905;0.000272;
50;101;8.161377;12.460453;0.000274;
51;101;8.139147;12.59255;0.000276;
52;101;8.114393;12.692089;0.000278;
53;101;8.086999;12.899237;0.000281;
54;101;8.056689;12.986994;0.000282;
55;101;8.023205;13.195254;0.000286;
56;101;7.986258;13.329217;0.000287;
57;101;7.945568;13.626291;0.000292;
58;101;7.900754;13.783139;0.000294;
59;101;7.85145;13.994739;0.000296;
60;101;7.797271;14.256733;0.0003;
61;101;7.737637;14.362374;0.0003;
62;101;7.672108;14.571847;0.000302;
63;101;7.600124;14.862071;0.000305;
64;101;7.520968;15.07693;0.000306;
65;101;7.433997;15.487853;0.000311;
66;101;7.338323;15.841492;0.000314;
67;101;7.233109;16.059536;0.000313;
68;101;7.11735;16.399038;0.000315;
69;101;6.99;16.842408;0.000318;
70;101;;37.010971;0.0001;Overhang volume could not be generated
0;102;8.768209;9.89256;0.000234;
1;102;8.730852;9.952352;0.000234;
2;102;8.694437;9.944529;0.000233;
3;102;8.658984;9.944471;0.000232;
4;102;8.624455;9.890417;0.00023;
5;102;8.590791;9.936007;0.00023;
6;102;8.557978;9.84784;0.000227;
7;102;8.526007;9.835469;0.000226;
8;102;8.494854;9.869493;0.000226;
9;102;8.464494;9.906725;0.000226;
10;102;8.434864;9.828592;0.000224;
11;102;8.40598;9.907813;0.000225;
12;102;8.37794;9.891978;0.000224;
13;102;8.369736;9.789847;0.000221;
14;102;8.36187;9.943095;0.000224;
15;102;8.354182;9.892355;0.000223;
16;102;8.346691;9.878444;0.000222;
17;102;8.33928;9.903781;0.000223;
18;102;8.331971;9.976679;0.000224;
19;102;8.324739;10.013249;0.000225;
20;102;8.317488;10.199252;0.000229;
21;102;8.310299;10.078623;0.000226;
22;102;8.30308;10.05953;0.000225;
23;102;8.295767;10.324817;0.000231;
24;102;8.288339;10.355905;0.000232;
25;102;8.280747;10.196925;0.000228;
26;102;8.272945;10.246342;0.000229;
27;102;8.264892;10.481715;0.000234;
28;102;8.256543;10.545374;0.000235;
29;102;8.247827;10.558279;0.000235;
30;102;8.238742;10.627381;0.000236;
31;102;8.229207;10.635419;0.000236;
32;102;8.219126;10.64969;0.000236;
33;102;8.208514;10.882406;0.000241;
34;102;8.197205;10.901463;0.000241;
35;102;8.185206;10.871213;0.00024;
36;102;8.172477;11.040784;0.000243;
37;102;8.158946;11.050845;0.000243;
38;102;8.144505;11.1509;0.000245;
39;102;8.12909;11.298065;0.000248;
40;102;8.112612;11.391435;0.000249;
41;102;8.094949;11.471647;0.000251;
42;102;8.076096;11.5204;0.000251;
43;102;8.055935;11.681566;0.000254;
44;102;8.0343;11.808624;0.000256;
45;102;8.011103;11.846083;0.000256;
46;102;7.986236;11.983295;0.000258;
47;102;7.959548;12.133359;0.000261;
48;102;7.930912;12.250624;0.000262;
49;102;7.900186;12.33202;0.000263;
50;102;7.867146;12.444524;0.000264;
51;102;7.831679;12.655151;0.000267;
52;102;7.793559;12.804055;0.000269;
53;102;7.752578;12.892307;0.00027;
54;102;7.708516;13.102346;0.000272;
55;102;7.661062;13.220101;0.000273;
56;102;7.609997;13.40227;0.000275;
57;102;7.55505;13.597263;0.000277;
58;102;7.495742;13.678326;0.000277;
59;102;7.431807;13.825677;0.000277;
60;102;7.362847;14.166881;0.000281;
61;102;7.288379;14.272213;0.000281;
62;102;7.207982;14.575887;0.000283;
63;102;7.121078;14.795398;0.000284;
64;102;7.027095;15.087319;0.000286;
65;102;6.925379;15.361571;0.000287;
66;102;6.814992;15.691846;0.000288;
67;102;6.69552;15.912532;0.000287;
68;102;6.565877;16.352425;0.00029;
69;102;6.425256;16.733418;0.00029;
70;102;6.272376;17.10149;0.000289;
0;103;8.866601;10.029088;0.00024;
1;103;8.826275;10.03412;0.000239;
2;103;8.786794;10.055843;0.000238;
3;103;8.748119;10.064568;0.000238;
4;103;8.710224;9.99587;0.000235;
5;103;8.673101;9.978538;0.000233;
6;103;8.636673;10.017204;0.000233;
7;103;8.600947;9.923717;0.00023;
8;103;8.565898;9.95942;0.00023;
9;103;8.531482;9.947997;0.000229;
10;103;8.497685;9.918704;0.000227;
11;103;8.464489;9.914314;0.000226;
12;103;8.431857;9.89758;0.000225;
13;103;8.399887;9.954738;0.000226;
14;103;8.384377;10.008081;0.000226;
15;103;8.369055;9.923871;0.000224;
16;103;8.353836;10.117926;0.000228;
17;103;8.33868;10.168064;0.000229;
18;103;8.323562;10.161787;0.000228;
19;103;8.30842;10.177206;0.000228;
20;103;8.293232;10.221363;0.000229;
21;103;8.277993;10.13463;0.000226;
22;103;8.262643;10.236137;0.000228;
23;103;8.247147;10.287759;0.000229;
24;103;8.231454;10.357975;0.00023;
25;103;8.215527;10.454477;0.000232;
26;103;8.199309;10.397203;0.00023;
27;103;8.182748;10.48289;0.000231;
28;103;8.165769;10.583446;0.000233;
29;103;8.148417;10.631239;0.000234;
30;103;8.130563;10.701179;0.000235;
31;103;8.112157;10.725189;0.000235;
32;103;8.093169;10.791239;0.000236;
33;103;8.073509;10.785251;0.000235;
34;103;8.053127;10.94212;0.000238;
35;103;8.031926;11.021933;0.000239;
36;103;8.009926;11.035718;0.000238;
37;103;7.986975;11.183548;0.000241;
38;103;7.963063;11.171185;0.00024;
39;103;7.938045;11.343569;0.000243;
40;103;7.911855;11.450032;0.000244;
41;103;7.884354;11.485274;0.000244;
42;103;7.855548;11.609709;0.000246;
